Data_Ocorrencia;Periodo_Ocorrencia;Cidade;Flagrante;Descr_Automovel
16/01/2022;Madrugada;S.PAULO; Não;AUTOMOVEL
15/01/2022;Tarde;JARINU; Não;MOTOCICLO
15/01/2022;Noite;S.PAULO; Não;AUTOMOVEL
15/01/2022;Noite;S.PAULO; Não;MOTOCICLO
15/01/2022;Manha;S.PAULO; Não;CAMINHONETE
15/01/2022;Noite;TABOAO DA SERRA; Não;
15/01/2022;Noite;TABOAO DA SERRA; Não;AUTOMOVEL
15/01/2022;Noite;TABOAO DA SERRA; Não;
15/01/2022;Noite;TABOAO DA SERRA; Não;AUTOMOVEL
15/01/2022;Noite;TABOAO DA SERRA; Não;
15/01/2022;Noite;TABOAO DA SERRA; Não;AUTOMOVEL
15/01/2022;Noite;S.BERNARDO DO CAMPO; Não;MOTOCICLO
15/01/2022;Noite;PERUIBE;Sim;
15/01/2022;Noite;PERUIBE;Sim;MOTOCICLO
15/01/2022;Noite;PERUIBE;Sim;
15/01/2022;Noite;PERUIBE;Sim;MOTOCICLO
15/01/2022;Noite;PERUIBE;Sim;
15/01/2022;Noite;PERUIBE;Sim;MOTOCICLO
15/01/2022;Noite;OSASCO;Sim;
15/01/2022;Noite;OSASCO;Sim;AUTOMOVEL
15/01/2022;Noite;OSASCO;Sim;
15/01/2022;Noite;OSASCO;Sim;AUTOMOVEL
16/01/2022;Madrugada;GUARULHOS; Não;MOTOCICLO
15/01/2022;Noite;S.PAULO;Sim;
15/01/2022;Noite;S.PAULO;Sim;
15/01/2022;Noite;S.PAULO; Não;AUTOMOVEL
16/01/2022;Madrugada;S.PAULO; Não;MOTONETA
16/01/2022;Madrugada;S.PAULO; Não;
16/01/2022;Madrugada;S.PAULO; Não;AUTOMOVEL
16/01/2022;Madrugada;S.PAULO; Não;
16/01/2022;Madrugada;S.PAULO; Não;AUTOMOVEL
16/01/2022;Madrugada;S.PAULO; Não;
16/01/2022;Madrugada;S.PAULO; Não;AUTOMOVEL
16/01/2022;Manha;JACAREI; Não;AUTOMOVEL
15/01/2022;Noite;MONTE MOR; Não;AUTOMOVEL
15/01/2022;Noite;MAUA; Não;MOTOCICLO
15/01/2022;Noite;S.ANDRE; Não;AUTOMOVEL
16/01/2022;Manha;S.PAULO; Não;AUTOMOVEL
16/01/2022;Madrugada;FERRAZ DE VASCONCELOS; Não;
16/01/2022;Madrugada;FERRAZ DE VASCONCELOS; Não;AUTOMOVEL
16/01/2022;Madrugada;FERRAZ DE VASCONCELOS; Não;
16/01/2022;Madrugada;FERRAZ DE VASCONCELOS; Não;AUTOMOVEL
16/01/2022;Manha;DIADEMA; Não;AUTOMOVEL
16/01/2022;Manha;DIADEMA; Não;MOTOCICLO
15/01/2022;Tarde;COTIA; Não;AUTOMOVEL
30/11/2021;Noite;S.PAULO; Não;MOTOCICLO
16/01/2022;Manha;S.PAULO; Não; Não Informado
15/01/2022;Tarde;PRAIA GRANDE; Não;AUTOMOVEL
15/01/2022;Tarde;S.PAULO; Não;MOTOCICLO
15/01/2022;Noite;S.PAULO; Não;MOTOCICLO
16/01/2022;Manha;S.PAULO; Não;AUTOMOVEL
16/01/2022;Madrugada;S.PAULO; Não;AUTOMOVEL
15/01/2022;Noite;S.PAULO;Sim;MOTOCICLO
15/01/2022;Noite;S.PAULO;Sim;MOTOCICLO
15/01/2022;Noite;S.PAULO;Sim;MOTOCICLO
16/01/2022;Madrugada;S.PAULO;Sim;AUTOMOVEL
16/01/2022;Manha;S.BERNARDO DO CAMPO; Não;MOTOCICLO
16/01/2022;Manha;JACAREI;Sim;
16/01/2022;Manha;JACAREI;Sim;AUTOMOVEL
16/01/2022;Manha;JACAREI;Sim;
16/01/2022;Manha;JACAREI;Sim;AUTOMOVEL
15/01/2022;Noite;S.PAULO; Não;MOTOCICLO
16/01/2022;Manha;ITAPECERICA DA SERRA; Não;
16/01/2022;Manha;ITAPECERICA DA SERRA; Não;AUTOMOVEL
16/01/2022;Manha;ITAPECERICA DA SERRA; Não;CAMINHONETE
16/01/2022;Manha;ITAPECERICA DA SERRA; Não;
16/01/2022;Manha;ITAPECERICA DA SERRA; Não;AUTOMOVEL
16/01/2022;Manha;ITAPECERICA DA SERRA; Não;CAMINHONETE
16/01/2022;Manha;ITAPECERICA DA SERRA; Não;
16/01/2022;Manha;ITAPECERICA DA SERRA; Não;AUTOMOVEL
16/01/2022;Manha;ITAPECERICA DA SERRA; Não;CAMINHONETE
16/01/2022;Manha;ITAPECERICA DA SERRA; Não;
16/01/2022;Manha;ITAPECERICA DA SERRA; Não;AUTOMOVEL
16/01/2022;Manha;ITAPECERICA DA SERRA; Não;CAMINHONETE
16/01/2022;Manha;ITAPECERICA DA SERRA; Não;
16/01/2022;Manha;ITAPECERICA DA SERRA; Não;AUTOMOVEL
16/01/2022;Manha;ITAPECERICA DA SERRA; Não;CAMINHONETE
15/01/2022;Noite;S.PAULO; Não;MOTOCICLO
14/01/2022;Noite;S.PAULO; Não;AUTOMOVEL
16/01/2022;Tarde;HORTOLANDIA; Não;AUTOMOVEL
14/01/2022;Manha;S.PAULO; Não;MOTOCICLO
14/01/2022;Noite;S.PAULO; Não;
14/01/2022;Noite;S.PAULO; Não;AUTOMOVEL
14/01/2022;Noite;S.PAULO; Não;
14/01/2022;Noite;S.PAULO; Não;AUTOMOVEL
14/01/2022;Noite;S.PAULO; Não;
14/01/2022;Noite;S.PAULO; Não;AUTOMOVEL
16/01/2022;Madrugada;S.PAULO;Sim;AUTOMOVEL
15/01/2022;Madrugada;S.PAULO;Sim;AUTOMOVEL
15/01/2022;Madrugada;S.PAULO;Sim;UTILITÃRIO
14/01/2022;Noite;CAMPINAS; Não;AUTOMOVEL
16/01/2022;Madrugada;S.BERNARDO DO CAMPO; Não;AUTOMOVEL
16/01/2022;Madrugada;S.BERNARDO DO CAMPO; Não;AUTOMOVEL
15/01/2022;Noite;S.PAULO; Não; Não Informado
12/01/2022;Noite;S.PAULO; Não;
12/01/2022;Noite;S.PAULO; Não;MOTOCICLO
12/01/2022;Noite;S.PAULO; Não;
12/01/2022;Noite;S.PAULO; Não;MOTOCICLO
15/01/2022;Noite;PRAIA GRANDE; Não;MOTONETA
16/01/2022;Tarde;S.BERNARDO DO CAMPO; Não;MOTOCICLO
16/01/2022;Tarde;SANTOS; Não;AUTOMOVEL
15/01/2022;Noite;S.BERNARDO DO CAMPO; Não;AUTOMOVEL
16/01/2022;Tarde;S.PAULO; Não;AUTOMOVEL
16/01/2022;Tarde;S.PAULO; Não;
16/01/2022;Tarde;S.PAULO; Não;AUTOMOVEL
16/01/2022;Tarde;S.PAULO; Não;
16/01/2022;Tarde;S.PAULO; Não;AUTOMOVEL
16/01/2022;Tarde;S.PAULO; Não;
16/01/2022;Tarde;S.PAULO; Não;AUTOMOVEL
16/01/2022;Tarde;S.ANDRE; Não;AUTOMOVEL
13/01/2022;Noite;S.PAULO; Não;AUTOMOVEL
15/01/2022;Madrugada;OSASCO; Não;MOTOCICLO
16/01/2022;Tarde;DIADEMA; Não;CAMINHONETE
16/01/2022;Noite;S.PAULO; Não;AUTOMOVEL
16/01/2022;Tarde;S.PAULO; Não;AUTOMOVEL
16/01/2022;Tarde;PRAIA GRANDE;Sim;
16/01/2022;Tarde;PRAIA GRANDE;Sim;AUTOMOVEL
16/01/2022;Tarde;PRAIA GRANDE;Sim;
16/01/2022;Tarde;PRAIA GRANDE;Sim;AUTOMOVEL
16/01/2022;Tarde;PRAIA GRANDE;Sim;
16/01/2022;Tarde;PRAIA GRANDE;Sim;AUTOMOVEL
16/01/2022;Tarde;MAUA; Não;AUTOMOVEL
16/01/2022;Noite;SUMARE; Não;AUTOMOVEL
16/01/2022;Tarde;LIMEIRA; Não;AUTOMOVEL
16/01/2022;Tarde;DIADEMA; Não;AUTOMOVEL
16/01/2022;Noite;S.PAULO; Não;MOTOCICLO
16/01/2022;Noite;S.PAULO; Não;AUTOMOVEL
16/01/2022;Manha;OSASCO; Não;AUTOMOVEL
16/01/2022;Noite;VARGEM GRANDE PAULISTA; Não;AUTOMOVEL
16/01/2022;Noite;VARZEA PAULISTA; Não;AUTOMOVEL
16/01/2022;Noite;S.BERNARDO DO CAMPO; Não;AUTOMOVEL
16/01/2022;Noite;SUMARE; Não;AUTOMOVEL
16/01/2022;Noite;ITANHAEM; Não;AUTOMOVEL
16/01/2022;Tarde;S.PAULO; Não;AUTOMOVEL
16/01/2022;Noite;S.PAULO; Não;MOTOCICLO
16/01/2022;Noite;CARAPICUIBA;Sim;
16/01/2022;Noite;CARAPICUIBA;Sim;AUTOMOVEL
16/01/2022;Noite;CARAPICUIBA;Sim;AUTOMOVEL
16/01/2022;Noite;CARAPICUIBA;Sim;
16/01/2022;Noite;CARAPICUIBA;Sim;AUTOMOVEL
16/01/2022;Noite;CARAPICUIBA;Sim;AUTOMOVEL
16/01/2022;Noite;CARAPICUIBA;Sim;
16/01/2022;Noite;CARAPICUIBA;Sim;AUTOMOVEL
16/01/2022;Noite;CARAPICUIBA;Sim;AUTOMOVEL
16/01/2022;Tarde;S.BERNARDO DO CAMPO; Não;
16/01/2022;Tarde;S.BERNARDO DO CAMPO; Não;CAMINHONETE
16/01/2022;Tarde;S.BERNARDO DO CAMPO; Não;
16/01/2022;Tarde;S.BERNARDO DO CAMPO; Não;CAMINHONETE
16/01/2022;Noite;GUARULHOS; Não;AUTOMOVEL
16/01/2022;Noite;ARARAS; Não;MOTOCICLO
16/01/2022;Noite;CAMPINAS; Não;AUTOMOVEL
14/01/2020;Noite;MAUA; Não;MOTOCICLO
16/01/2022;Noite;BARUERI; Não;AUTOMOVEL
16/01/2022;Noite;SUZANO; Não;AUTOMOVEL
16/01/2022;Tarde;MAUA; Não;AUTOMOVEL
16/01/2022;Noite;GUARULHOS; Não;AUTOMOVEL
16/01/2022;Noite;MAUA; Não;MOTOCICLO
16/01/2022;Noite;SUMARE; Não;AUTOMOVEL
16/01/2022;Noite;ITANHAEM; Não;AUTOMOVEL
16/01/2022;Noite;SUMARE; Não;AUTOMOVEL
16/01/2022;Noite;PIRACICABA; Não;
16/01/2022;Noite;PIRACICABA; Não;AUTOMOVEL
16/01/2022;Noite;PIRACICABA; Não;AUTOMOVEL
16/01/2022;Noite;PIRACICABA; Não;
16/01/2022;Noite;PIRACICABA; Não;AUTOMOVEL
16/01/2022;Noite;PIRACICABA; Não;AUTOMOVEL
16/01/2022;Noite;S.PAULO; Não;
16/01/2022;Noite;S.PAULO; Não;MOTOCICLO
16/01/2022;Noite;S.PAULO; Não;MOTOCICLO
16/01/2022;Noite;S.PAULO; Não;
16/01/2022;Noite;S.PAULO; Não;MOTOCICLO
16/01/2022;Noite;S.PAULO; Não;MOTOCICLO
16/01/2022;Noite;GUARULHOS;Sim;
16/01/2022;Noite;GUARULHOS;Sim;MOTOCICLO
16/01/2022;Noite;GUARULHOS;Sim;MOTOCICLO
16/01/2022;Noite;GUARULHOS;Sim;
16/01/2022;Noite;GUARULHOS;Sim;MOTOCICLO
16/01/2022;Noite;GUARULHOS;Sim;MOTOCICLO
16/01/2022;Noite;GUARULHOS;Sim;
16/01/2022;Noite;GUARULHOS;Sim;MOTOCICLO
16/01/2022;Noite;GUARULHOS;Sim;MOTOCICLO
09/01/2022;Manha;S.PAULO; Não;AUTOMOVEL
15/01/2022;Madrugada;CAPAO BONITO; Não;
15/01/2022;Madrugada;CAPAO BONITO; Não;CAMINHÃƒO
15/01/2022;Madrugada;CAPAO BONITO; Não;
15/01/2022;Madrugada;CAPAO BONITO; Não;CAMINHÃƒO
15/01/2022;Madrugada;CAPAO BONITO; Não;
15/01/2022;Madrugada;CAPAO BONITO; Não;CAMINHÃƒO
15/01/2022;Madrugada;CAPAO BONITO; Não;
15/01/2022;Madrugada;CAPAO BONITO; Não;CAMINHÃƒO
16/01/2022;Noite;CAJAMAR; Não;
16/01/2022;Noite;CAJAMAR; Não;AUTOMOVEL
16/01/2022;Noite;CAJAMAR; Não;AUTOMOVEL
16/01/2022;Noite;CAJAMAR; Não;
16/01/2022;Noite;CAJAMAR; Não;AUTOMOVEL
16/01/2022;Noite;CAJAMAR; Não;AUTOMOVEL
17/01/2022;Madrugada;DIADEMA; Não;MOTOCICLO
17/01/2022;Manha;ITAQUAQUECETUBA; Não;MOTOCICLO
17/01/2022;Madrugada;S.PAULO; Não;AUTOMOVEL
17/01/2022;Manha;ITUPEVA; Não;MOTOCICLO
17/01/2022;Madrugada;POA; Não;MOTOCICLO
15/01/2022;Manha;CAMPINAS; Não;AUTOMOVEL
15/01/2022;Noite;S.BERNARDO DO CAMPO; Não;
15/01/2022;Noite;S.BERNARDO DO CAMPO; Não;MOTOCICLO
15/01/2022;Noite;S.BERNARDO DO CAMPO; Não;
15/01/2022;Noite;S.BERNARDO DO CAMPO; Não;MOTOCICLO
16/01/2022;Noite;CONCHAL; Não;AUTOMOVEL
16/01/2022;Noite;S.PAULO; Não;AUTOMOVEL
17/01/2022;Madrugada;S.PAULO; Não;MOTOCICLO
16/01/2022;Noite;S.PAULO; Não;AUTOMOVEL
16/01/2022;Noite;VARZEA PAULISTA; Não;
16/01/2022;Noite;VARZEA PAULISTA; Não;AUTOMOVEL
16/01/2022;Noite;VARZEA PAULISTA; Não;
16/01/2022;Noite;VARZEA PAULISTA; Não;AUTOMOVEL
17/01/2022;Madrugada;GUARULHOS; Não;MOTOCICLO
13/01/2022;Manha;MOGI DAS CRUZES; Não;CAMINHONETE
17/01/2022;Manha;S.ANDRE; Não;AUTOMOVEL
16/01/2022;Madrugada;S.PAULO; Não;AUTOMOVEL
16/01/2022;Noite;GUARULHOS; Não;AUTOMOVEL
14/01/2022;Tarde;S.PAULO; Não;MICRO ONIBUS
13/01/2022;Tarde;SUZANO; Não;CAMINHONETE
16/01/2022;Tarde;S.PAULO; Não;MOTOCICLO
16/01/2022;Manha;SUMARE; Não;MOTOCICLO
17/01/2022;Manha;S.PAULO; Não;AUTOMOVEL
12/12/2021;Manha;S.PAULO; Não;MOTOCICLO
16/01/2022;Noite;S.PAULO; Não;MOTOCICLO
16/01/2022;Noite;GUARULHOS; Não;AUTOMOVEL
17/01/2022;Madrugada;DIADEMA;Sim;
17/01/2022;Madrugada;DIADEMA;Sim;AUTOMOVEL
17/01/2022;Madrugada;DIADEMA;Sim;
17/01/2022;Madrugada;DIADEMA;Sim;AUTOMOVEL
17/01/2022;Madrugada;DIADEMA;Sim;
17/01/2022;Madrugada;DIADEMA;Sim;AUTOMOVEL
13/01/2022;Madrugada;S.PAULO; Não;AUTOMOVEL
15/01/2022;Hora_Incerta;CORDEIROPOLIS; Não;AUTOMOVEL
17/01/2022;Manha;S.PAULO; Não;
17/01/2022;Manha;S.PAULO; Não;MOTOCICLO
17/01/2022;Manha;S.PAULO; Não;
17/01/2022;Manha;S.PAULO; Não;MOTOCICLO
17/01/2022;Manha;S.PAULO; Não;AUTOMOVEL
17/01/2022;Manha;MOGI MIRIM; Não;
17/01/2022;Manha;MOGI MIRIM; Não;MOTOCICLO
17/01/2022;Manha;MOGI MIRIM; Não;
17/01/2022;Manha;MOGI MIRIM; Não;MOTOCICLO
15/01/2022;Hora_Incerta;CORDEIROPOLIS; Não;AUTOMOVEL
15/01/2022;Manha;SUMARE; Não;MOTOCICLO
09/01/2022;Noite;S.PAULO; Não;MOTONETA
11/01/2022;Noite;S.BERNARDO DO CAMPO; Não;MOTOCICLO
15/01/2022;Noite;S.PAULO; Não;AUTOMOVEL
13/01/2022;Manha;S.PAULO; Não;MOTONETA
17/01/2022;Madrugada;GUARATINGUETA; Não;AUTOMOVEL
11/01/2022;Tarde;S.PAULO; Não;MOTOCICLO
16/01/2022;Noite;S.PAULO; Não;
16/01/2022;Noite;S.PAULO; Não;AUTOMOVEL
16/01/2022;Noite;S.PAULO; Não;
16/01/2022;Noite;S.PAULO; Não;AUTOMOVEL
17/01/2022;Manha;S.PAULO; Não;AUTOMOVEL
16/01/2022;Tarde;S.PAULO; Não;
16/01/2022;Tarde;S.PAULO; Não;AUTOMOVEL
16/01/2022;Tarde;S.PAULO; Não;
16/01/2022;Tarde;S.PAULO; Não;AUTOMOVEL
17/01/2022;Manha;S.PAULO; Não;AUTOMOVEL
14/01/2022;Tarde;ITAQUAQUECETUBA; Não;MOTOCICLO
16/01/2022;Noite;SUMARE; Não;AUTOMOVEL
17/01/2022;Manha;RIBEIRAO PRETO; Não;
17/01/2022;Manha;RIBEIRAO PRETO; Não;AUTOMOVEL
17/01/2022;Manha;RIBEIRAO PRETO; Não;
17/01/2022;Manha;RIBEIRAO PRETO; Não;AUTOMOVEL
16/01/2022;Noite;S.PAULO; Não;MOTOCICLO
11/01/2022;Noite;JUNDIAI; Não;AUTOMOVEL
16/01/2022;Noite;S.PAULO; Não;AUTOMOVEL
16/01/2022;Noite;S.PAULO; Não;AUTOMOVEL
17/01/2022;Tarde;CAMPO LIMPO PAULISTA;Sim;AUTOMOVEL
17/01/2022;Tarde;CAMPO LIMPO PAULISTA; Não;AUTOMOVEL
15/01/2022;Madrugada;S.PAULO;Sim;
15/01/2022;Madrugada;S.PAULO;Sim;AUTOMOVEL
15/01/2022;Madrugada;S.PAULO;Sim;AUTOMOVEL
15/01/2022;Madrugada;S.PAULO;Sim;
15/01/2022;Madrugada;S.PAULO;Sim;AUTOMOVEL
15/01/2022;Madrugada;S.PAULO;Sim;AUTOMOVEL
15/01/2022;Madrugada;S.PAULO;Sim;
15/01/2022;Madrugada;S.PAULO;Sim;AUTOMOVEL
15/01/2022;Madrugada;S.PAULO;Sim;AUTOMOVEL
10/01/2022;Manha;SUZANO; Não;
10/01/2022;Manha;SUZANO; Não;CAMINHONETE
10/01/2022;Manha;SUZANO; Não;
10/01/2022;Manha;SUZANO; Não;CAMINHONETE
12/11/2021;Noite;CATANDUVA; Não;MOTOCICLO
14/01/2022;Madrugada;OSASCO; Não;MOTOCICLO
15/01/2022;Manha;S.PAULO; Não;
15/01/2022;Manha;S.PAULO; Não;MOTOCICLO
15/01/2022;Manha;S.PAULO; Não;
15/01/2022;Manha;S.PAULO; Não;MOTOCICLO
16/01/2022;Tarde;S.ANDRE; Não;
16/01/2022;Tarde;S.ANDRE; Não;AUTOMOVEL
16/01/2022;Tarde;S.ANDRE; Não;
16/01/2022;Tarde;S.ANDRE; Não;AUTOMOVEL
16/01/2022;Manha;CACAPAVA; Não;AUTOMOVEL
14/01/2022;Madrugada;S.PAULO; Não;
14/01/2022;Madrugada;S.PAULO; Não;AUTOMOVEL
14/01/2022;Madrugada;S.PAULO; Não;
14/01/2022;Madrugada;S.PAULO; Não;AUTOMOVEL
14/01/2022;Madrugada;S.PAULO; Não;
14/01/2022;Madrugada;S.PAULO; Não;AUTOMOVEL
17/01/2022;Madrugada;S.PAULO; Não;
17/01/2022;Madrugada;S.PAULO; Não;MOTOCICLO
17/01/2022;Madrugada;S.PAULO; Não;AUTOMOVEL
17/01/2022;Madrugada;S.PAULO; Não;
17/01/2022;Madrugada;S.PAULO; Não;MOTOCICLO
17/01/2022;Madrugada;S.PAULO; Não;AUTOMOVEL
17/01/2022;Manha;DIADEMA; Não;CAMIONETA
16/01/2022;Noite;PORANGABA; Não;CAMINHÃƒO
15/01/2022;Manha;S.PAULO; Não;
15/01/2022;Manha;S.PAULO; Não;MOTOCICLO
15/01/2022;Manha;S.PAULO; Não;
15/01/2022;Manha;S.PAULO; Não;MOTOCICLO
17/01/2022;Manha;DIADEMA; Não;AUTOMOVEL
17/01/2022;Tarde;CAMPINAS; Não;
17/01/2022;Tarde;CAMPINAS; Não;CAMINHONETE
17/01/2022;Tarde;CAMPINAS; Não;
17/01/2022;Tarde;CAMPINAS; Não;CAMINHONETE
16/01/2022;Noite;AMERICANA; Não;AUTOMOVEL
17/01/2022;Tarde;MOGI GUACU; Não;CAMINHONETE
17/01/2022;Tarde;FRANCISCO MORATO; Não;AUTOMOVEL
17/01/2022;Manha;S.PAULO; Não;
17/01/2022;Manha;S.PAULO; Não;AUTOMOVEL
17/01/2022;Manha;S.PAULO; Não;
17/01/2022;Manha;S.PAULO; Não;AUTOMOVEL
16/01/2022;Manha;OURINHOS; Não;SEMI REBOQUE
16/01/2022;Manha;OURINHOS; Não;SEMI REBOQUE
16/01/2022;Manha;OURINHOS; Não;CAMINHÃƒO TRATOR
17/01/2022;Tarde;S.BERNARDO DO CAMPO; Não;AUTOMOVEL
15/01/2022;Noite;S.PAULO; Não;AUTOMOVEL
15/01/2022;Noite;S.PAULO; Não;AUTOMOVEL
15/01/2022;Noite;S.PAULO; Não;CAMIONETA
13/01/2022;Noite;S.PAULO; Não;
13/01/2022;Noite;S.PAULO; Não;
17/01/2022;Madrugada;EMBU GUACU; Não;AUTOMOVEL
17/01/2022;Manha;ITATIBA; Não;CAMINHÃƒO
17/01/2022;Tarde;SANTANA DE PARNAIBA; Não;AUTOMOVEL
17/01/2022;Tarde;MOGI GUACU; Não;AUTOMOVEL
17/01/2022;Tarde;S.BERNARDO DO CAMPO; Não;AUTOMOVEL
17/01/2022;Noite;CAMPINAS; Não;MOTOCICLO
16/01/2022;Noite;S.PAULO; Não;AUTOMOVEL
15/01/2022;Tarde;S.PAULO; Não;MOTOCICLO
14/01/2022;Noite;S.PAULO; Não;MOTOCICLO
17/01/2022;Noite;S.PAULO; Não;AUTOMOVEL
17/01/2022;Noite;MAUA; Não;MOTOCICLO
17/01/2022;Manha;S.CAETANO DO SUL; Não;MOTOCICLO
17/01/2022;Noite;DIADEMA; Não;AUTOMOVEL
17/01/2022;Noite;S.PAULO; Não;
17/01/2022;Noite;S.PAULO; Não;AUTOMOVEL
17/01/2022;Noite;S.PAULO; Não;
17/01/2022;Noite;S.PAULO; Não;AUTOMOVEL
17/01/2022;Noite;S.CAETANO DO SUL; Não;AUTOMOVEL
17/01/2022;Tarde;S.ANDRE; Não;MOTOCICLO
17/01/2022;Noite;MOGI GUACU; Não;AUTOMOVEL
17/01/2022;Noite;OSASCO; Não;AUTOMOVEL
17/01/2022;Noite;MAUA; Não;MOTOCICLO
17/01/2022;Noite;MOGI MIRIM; Não;MOTOCICLO
17/01/2022;Noite;FRANCO DA ROCHA; Não;AUTOMOVEL
17/01/2022;Noite;S.BERNARDO DO CAMPO; Não;AUTOMOVEL
17/01/2022;Noite;S.PAULO; Não;MOTOCICLO
17/01/2022;Noite;S.PAULO; Não;
17/01/2022;Noite;S.PAULO; Não;AUTOMOVEL
17/01/2022;Noite;S.PAULO; Não;
17/01/2022;Noite;S.PAULO; Não;AUTOMOVEL
17/01/2022;Noite;S.PAULO; Não;
17/01/2022;Noite;S.PAULO; Não;AUTOMOVEL
17/01/2022;Noite;S.PAULO; Não;CAMIONETA
17/01/2022;Noite;CAMPINAS; Não;MOTOCICLO
17/01/2022;Noite;MAUA; Não;AUTOMOVEL
17/01/2022;Noite;EMBU DAS ARTES; Não;MOTOCICLO
17/01/2022;Noite;S.ANDRE; Não;AUTOMOVEL
17/01/2022;Noite;S.PAULO; Não;AUTOMOVEL
17/01/2022;Noite;S.PAULO; Não;AUTOMOVEL
16/01/2022;Tarde;S.ANDRE; Não;AUTOMOVEL
13/01/2022;Noite;S.PAULO; Não;MOTOCICLO
17/01/2022;Noite;COTIA; Não;MOTOCICLO
17/01/2022;Noite;S.PAULO; Não;MOTOCICLO
17/01/2022;Manha;S.PAULO; Não;
17/01/2022;Manha;S.PAULO; Não;MOTOCICLO
17/01/2022;Manha;S.PAULO; Não;AUTOMOVEL
17/01/2022;Manha;S.PAULO; Não;MOTOCICLO
17/01/2022;Manha;S.PAULO; Não;
17/01/2022;Manha;S.PAULO; Não;MOTOCICLO
17/01/2022;Manha;S.PAULO; Não;AUTOMOVEL
17/01/2022;Manha;S.PAULO; Não;MOTOCICLO
17/01/2022;Noite;S.BERNARDO DO CAMPO; Não;MOTOCICLO
17/01/2022;Noite;GUARULHOS; Não;CAMINHÃƒO
17/01/2022;Noite;S.PAULO; Não;
17/01/2022;Noite;S.PAULO; Não;AUTOMOVEL
17/01/2022;Noite;S.PAULO; Não;
17/01/2022;Noite;S.PAULO; Não;AUTOMOVEL
17/01/2022;Noite;S.PAULO;Sim;
17/01/2022;Noite;S.PAULO;Sim;CAMINHONETE
17/01/2022;Noite;S.PAULO;Sim;
17/01/2022;Noite;S.PAULO;Sim;CAMINHONETE
17/01/2022;Noite;S.PAULO;Sim;
17/01/2022;Noite;S.PAULO;Sim;CAMINHONETE
17/01/2022;Noite;RIBEIRAO PRETO; Não;MOTOCICLO
17/01/2022;Noite;S.CAETANO DO SUL; Não;MOTOCICLO
15/01/2022;Noite;S.BERNARDO DO CAMPO; Não;AUTOMOVEL
18/01/2022;Madrugada;MAUA; Não;AUTOMOVEL
18/01/2022;Manha;S.PAULO; Não;AUTOMOVEL
18/01/2022;Madrugada;S.PAULO; Não;AUTOMOVEL
17/01/2022;Manha;S.PAULO; Não;AUTOMOVEL
18/01/2022;Madrugada;S.PAULO; Não;
18/01/2022;Manha;PILAR DO SUL; Não;AUTOMOVEL
18/01/2022;Manha;AMERICANA; Não;AUTOMOVEL
18/01/2022;Manha;S.PAULO; Não;AUTOMOVEL
18/01/2022;Madrugada;S.ANDRE; Não;AUTOMOVEL
17/01/2022;Tarde;MOGI DAS CRUZES; Não;CAMINHONETE
17/01/2022;Noite;S.ANDRE; Não;AUTOMOVEL
04/01/2022;Noite;S.PAULO; Não;
04/01/2022;Noite;S.PAULO; Não;MOTOCICLO
04/01/2022;Noite;S.PAULO; Não;
04/01/2022;Noite;S.PAULO; Não;MOTOCICLO
04/01/2022;Noite;S.PAULO; Não;
04/01/2022;Noite;S.PAULO; Não;MOTOCICLO
16/12/2021;Tarde;S.PAULO; Não;MOTOCICLO
03/01/2022;Noite;CAJATI; Não;
03/01/2022;Noite;CAJATI; Não;MOTOCICLO
03/01/2022;Noite;CAJATI; Não;
03/01/2022;Noite;CAJATI; Não;MOTOCICLO
18/01/2022;Manha;GUARULHOS; Não;
18/01/2022;Manha;GUARULHOS; Não;AUTOMOVEL
18/01/2022;Manha;GUARULHOS; Não;
18/01/2022;Manha;GUARULHOS; Não;AUTOMOVEL
18/01/2022;Manha;GUARULHOS; Não;
18/01/2022;Manha;GUARULHOS; Não;AUTOMOVEL
18/01/2022;Manha;BARRA BONITA; Não;AUTOMOVEL
16/01/2022;Madrugada;GUAIRA; Não;CAMINHÃƒO
18/01/2022;Madrugada;S.PAULO; Não;
18/01/2022;Madrugada;S.PAULO; Não;CAMINHÃƒO
18/01/2022;Madrugada;S.PAULO; Não;
18/01/2022;Madrugada;S.PAULO; Não;CAMINHÃƒO
22/09/2021;Manha;ANGATUBA; Não;AUTOMOVEL
18/01/2022;Manha;SOROCABA; Não;
18/01/2022;Manha;SOROCABA; Não;MOTOCICLO
18/01/2022;Manha;SOROCABA; Não;
18/01/2022;Manha;SOROCABA; Não;MOTOCICLO
16/01/2022;Hora_Incerta;CAMPINAS; Não;AUTOMOVEL
12/01/2022;Tarde;SOROCABA; Não;
12/01/2022;Tarde;SOROCABA; Não;CAMINHONETE
12/01/2022;Tarde;SOROCABA; Não;
12/01/2022;Tarde;SOROCABA; Não;CAMINHONETE
17/01/2022;Noite;S.ANDRE; Não;MOTOCICLO
18/01/2022;Manha;S.PAULO; Não;AUTOMOVEL
21/10/2021;Madrugada;SUMARE; Não;CAMINHÃƒO TRATOR
17/01/2022;Noite;S.PAULO; Não;CAMINHONETE
14/01/2022;Noite;VARZEA PAULISTA; Não;MOTOCICLO
17/01/2022;Noite;PAULISTANIA; Não;SEMI REBOQUE
17/01/2022;Noite;PAULISTANIA; Não;CAMINHÃƒO TRATOR
18/01/2022;Manha;MONTE MOR; Não;CAMINHONETE
18/12/2021;Noite;S.PAULO; Não;MOTOCICLO
