Data_Ocorrencia;Periodo_Ocorrencia;Bairro;Cidade;Flagrante;Delegacia_Nome;Descr_Automovel
07/02/2022;Manha;VILA MARIA;S.PAULO; Não;90Âº D.P. PQ. NOVO MUNDO;
07/02/2022;Manha;VILA MARIA;S.PAULO; Não;90Âº D.P. PQ. NOVO MUNDO;CAMINHÃƒO
06/02/2022;Noite;JARDIM MONTE CARLO;ASSIS; Não;02Âº D.P. COTIA;
06/02/2022;Noite;JARDIM MONTE CARLO;ASSIS; Não;02Âº D.P. COTIA;REBOQUE
06/02/2022;Noite;JARDIM MONTE CARLO;ASSIS; Não;02Âº D.P. COTIA;REBOQUE
06/02/2022;Noite;JARDIM MONTE CARLO;ASSIS; Não;02Âº D.P. COTIA;CAMINHÃƒO
06/02/2022;Noite;JARDIM MONTE CARLO;ASSIS; Não;02Âº D.P. COTIA;
06/02/2022;Noite;JARDIM MONTE CARLO;ASSIS; Não;02Âº D.P. COTIA;REBOQUE
06/02/2022;Noite;JARDIM MONTE CARLO;ASSIS; Não;02Âº D.P. COTIA;REBOQUE
06/02/2022;Noite;JARDIM MONTE CARLO;ASSIS; Não;02Âº D.P. COTIA;CAMINHÃƒO
06/02/2022;Tarde;IGUATEMI;S.PAULO; Não;62Âº D.P. ERMELINO MATARAZZO;
06/02/2022;Tarde;IGUATEMI;S.PAULO; Não;62Âº D.P. ERMELINO MATARAZZO;AUTOMOVEL
06/02/2022;Tarde;IGUATEMI;S.PAULO; Não;62Âº D.P. ERMELINO MATARAZZO;
06/02/2022;Tarde;IGUATEMI;S.PAULO; Não;62Âº D.P. ERMELINO MATARAZZO;AUTOMOVEL
05/02/2022;Noite;BAIRRO CAMPESTRE;S.ANDRE; Não;04Âº D.P. SANTO ANDRÃ‰;
07/02/2022;Tarde;JARDIM ZAIRA;MAUA;Sim;04Âº D.P. MAUA;
07/02/2022;Tarde;JARDIM ZAIRA;MAUA;Sim;04Âº D.P. MAUA;AUTOMOVEL
07/02/2022;Tarde;JARDIM ZAIRA;MAUA;Sim;04Âº D.P. MAUA;CAMINHONETE
07/02/2022;Tarde;JARDIM ZAIRA;MAUA;Sim;04Âº D.P. MAUA;
07/02/2022;Tarde;JARDIM ZAIRA;MAUA;Sim;04Âº D.P. MAUA;AUTOMOVEL
07/02/2022;Tarde;JARDIM ZAIRA;MAUA;Sim;04Âº D.P. MAUA;CAMINHONETE
07/02/2022;Tarde;JARDIM ZAIRA;MAUA;Sim;04Âº D.P. MAUA;
07/02/2022;Tarde;JARDIM ZAIRA;MAUA;Sim;04Âº D.P. MAUA;AUTOMOVEL
07/02/2022;Tarde;JARDIM ZAIRA;MAUA;Sim;04Âº D.P. MAUA;CAMINHONETE
07/02/2022;Tarde;JARDIM ZAIRA;MAUA;Sim;04Âº D.P. MAUA;
07/02/2022;Tarde;JARDIM ZAIRA;MAUA;Sim;04Âº D.P. MAUA;AUTOMOVEL
07/02/2022;Tarde;JARDIM ZAIRA;MAUA;Sim;04Âº D.P. MAUA;CAMINHONETE
07/02/2022;Tarde;JARDIM ZAIRA;MAUA;Sim;04Âº D.P. MAUA;
07/02/2022;Tarde;JARDIM ZAIRA;MAUA;Sim;04Âº D.P. MAUA;AUTOMOVEL
07/02/2022;Tarde;JARDIM ZAIRA;MAUA;Sim;04Âº D.P. MAUA;CAMINHONETE
07/02/2022;Noite;FERRAZÃ“POLIS;S.BERNARDO DO CAMPO; Não;DELEGACIA ELETRONICA;AUTOMOVEL
07/02/2022;Noite;CAMPO GRANDE;S.PAULO; Não;DELEGACIA ELETRONICA;AUTOMOVEL
07/02/2022;Tarde;GUAIANASES;S.PAULO; Não;DELEGACIA ELETRONICA;AUTOMOVEL
07/02/2022;Noite;NOVA GERTY;S.CAETANO DO SUL; Não;DELEGACIA ELETRONICA;AUTOMOVEL
07/02/2022;Noite;PARQUE IND;BADY BASSITT; Não;DEL.SEC.S.J RIO PRETO PLANTÃƒO;AUTOMOVEL
05/02/2022;Tarde;TATUAPE;S.PAULO; Não;30Âº D.P. TATUAPE;MOTOCICLO
07/02/2022;Noite;JD VISTA ALEGRE;CAMPINAS; Não;DELEGACIA ELETRONICA;MOTOCICLO
07/02/2022;Noite;BONSUCESSO;GUARULHOS; Não;04Âº D.P. GUARULHOS;MOTOCICLO
07/02/2022;Tarde;JD SÃƑO LUIS;S.PAULO; Não;11Âº D.P. SANTO AMARO;AUTOMOVEL
07/02/2022;Tarde;JARDIM DE LUCCA;ITATIBA; Não;DEL.POL.PLANTÃƒO ITATIBA;
07/02/2022;Tarde;JARDIM DE LUCCA;ITATIBA; Não;DEL.POL.PLANTÃƒO ITATIBA;AUTOMOVEL
07/02/2022;Tarde;JARDIM DE LUCCA;ITATIBA; Não;DEL.POL.PLANTÃƒO ITATIBA;
07/02/2022;Tarde;JARDIM DE LUCCA;ITATIBA; Não;DEL.POL.PLANTÃƒO ITATIBA;AUTOMOVEL
07/02/2022;Tarde;VL JESUINA;ITAQUAQUECETUBA; Não;DEL.POL.ITAQUAQUECETUBA;AUTOMOVEL
07/02/2022;Noite;RURAL;AMERICANA; Não;01Âº D.P. AMERICANA;MOTOCICLO
07/02/2022;Noite;AREA RURAL;RIO CLARO; Não;DEL.SEC.RIO CLARO PLANTÃƒO;MOTOCICLO
07/02/2022;Noite;GRAJAU;S.PAULO; Não;DELEGACIA ELETRONICA;MOTOCICLO
07/02/2022;Noite;RECREIO DOS BANDEIRANTES;JABOTICABAL; Não;DEL.POL.PLANTÃƒO JABOTICABAL;CAMINHONETE
07/02/2022;Noite;JD FLORENCE;CAMPINAS; Não;DELEGACIA ELETRONICA;AUTOMOVEL
07/02/2022;Noite;SAO MATEUS;S.PAULO; Não;DELEGACIA ELETRONICA;AUTOMOVEL
07/02/2022;Noite;CARRAO;S.PAULO; Não;DELEGACIA ELETRONICA;MOTOCICLO
07/02/2022;Noite;ERMELINO MATARAZZO;GUARULHOS; Não;04Âº D.P. GUARULHOS;AUTOMOVEL
05/02/2022;Madrugada;PARQUE JANDAIA;CARAPICUIBA; Não;DELEGACIA ELETRONICA;MOTOCICLO
06/02/2022;Tarde;CARRAO;S.PAULO; Não;31Âº D.P. VILA CARRAO;UTILITÃRIO
07/02/2022;Noite;ALVARENGA;S.BERNARDO DO CAMPO; Não;DELEGACIA ELETRONICA;AUTOMOVEL
07/02/2022;Noite;GRAJAU;S.PAULO; Não;DELEGACIA ELETRONICA;MOTOCICLO
07/02/2022;Noite;JD FERNAO DIAS;MAIRIPORA; Não;DEL.POL.MAIRIPORÃƒ;MOTOCICLO
07/02/2022;Noite;JARDIM JACIRA;ITAPECERICA DA SERRA; Não;DEL.POL.ITAPECERICA DA SERRA;AUTOMOVEL
07/02/2022;Noite;JARAGUA;S.PAULO; Não;33Âº D.P. PIRITUBA;AUTOMOVEL
07/02/2022;Tarde;JARAGUA;S.PAULO; Não;14Âº D.P. PINHEIROS;SEMI REBOQUE
07/02/2022;Tarde;JARAGUA;S.PAULO; Não;14Âº D.P. PINHEIROS;SEMI REBOQUE
07/02/2022;Tarde;JARAGUA;S.PAULO; Não;14Âº D.P. PINHEIROS;CAMINHÃƒO TRATOR
07/02/2022;Tarde;JARAGUA;S.PAULO; Não;14Âº D.P. PINHEIROS;CAMINHÃƒO TRATOR
07/02/2022;Noite;JD NOVA ITAQUA;ITAQUAQUECETUBA; Não;DELEGACIA ELETRONICA;MOTOCICLO
07/02/2022;Noite;VILA METALÃŠRGICA;S.ANDRE; Não;DELEGACIA ELETRONICA;AUTOMOVEL
07/02/2022;Noite;CAMPESTRE;PIRACICABA; Não;DELEGACIA ELETRONICA;MOTOCICLO
07/02/2022;Noite;CIDADE TIRADENTES;S.PAULO; Não;49Âº D.P. SAO MATEUS;
07/02/2022;Noite;CIDADE TIRADENTES;S.PAULO; Não;49Âº D.P. SAO MATEUS;AUTOMOVEL
07/02/2022;Noite;CIDADE TIRADENTES;S.PAULO; Não;49Âº D.P. SAO MATEUS;
07/02/2022;Noite;CIDADE TIRADENTES;S.PAULO; Não;49Âº D.P. SAO MATEUS;AUTOMOVEL
07/02/2022;Noite;JD CAMPO GRANDE;CAMPINAS; Não;DELEGACIA ELETRONICA;AUTOMOVEL
05/02/2022;Noite;JARDIM SANTA HELENA;ITAQUAQUECETUBA; Não;DELEGACIA ELETRONICA;AUTOMOVEL
07/02/2022;Noite;TATUAPE;S.PAULO; Não;11Âº D.P. SANTO AMARO;
07/02/2022;Noite;TATUAPE;S.PAULO; Não;11Âº D.P. SANTO AMARO;CAMINHÃƒO
07/02/2022;Noite;TATUAPE;S.PAULO; Não;11Âº D.P. SANTO AMARO;
07/02/2022;Noite;TATUAPE;S.PAULO; Não;11Âº D.P. SANTO AMARO;CAMINHÃƒO
08/02/2022;Madrugada;PAULICEIA;PIRACICABA; Não;DEL.SEC.PIRACICABA PLANTÃƒO;
08/02/2022;Madrugada;PAULICEIA;PIRACICABA; Não;DEL.SEC.PIRACICABA PLANTÃƒO;CAMIONETA
08/02/2022;Madrugada;PAULICEIA;PIRACICABA; Não;DEL.SEC.PIRACICABA PLANTÃƒO;
08/02/2022;Madrugada;PAULICEIA;PIRACICABA; Não;DEL.SEC.PIRACICABA PLANTÃƒO;CAMIONETA
08/02/2022;Madrugada;PAULICEIA;PIRACICABA; Não;DEL.SEC.PIRACICABA PLANTÃƒO;
08/02/2022;Madrugada;PAULICEIA;PIRACICABA; Não;DEL.SEC.PIRACICABA PLANTÃƒO;CAMIONETA
08/02/2022;Madrugada;PAULICEIA;PIRACICABA; Não;DEL.SEC.PIRACICABA PLANTÃƒO;
08/02/2022;Madrugada;PAULICEIA;PIRACICABA; Não;DEL.SEC.PIRACICABA PLANTÃƒO;CAMIONETA
07/02/2022;Noite;BELEM;S.PAULO; Não;26Âº D.P. SACOMA;
07/02/2022;Noite;BELEM;S.PAULO; Não;26Âº D.P. SACOMA;REBOQUE
07/02/2022;Noite;BELEM;S.PAULO; Não;26Âº D.P. SACOMA;CAMINHÃƒO
07/02/2022;Noite;BELEM;S.PAULO; Não;26Âº D.P. SACOMA;
07/02/2022;Noite;BELEM;S.PAULO; Não;26Âº D.P. SACOMA;REBOQUE
07/02/2022;Noite;BELEM;S.PAULO; Não;26Âº D.P. SACOMA;CAMINHÃƒO
07/02/2022;Noite;BELEM;S.PAULO; Não;26Âº D.P. SACOMA;
07/02/2022;Noite;BELEM;S.PAULO; Não;26Âº D.P. SACOMA;REBOQUE
07/02/2022;Noite;BELEM;S.PAULO; Não;26Âº D.P. SACOMA;CAMINHÃƒO
07/02/2022;Noite;SAO MATEUS;S.PAULO; Não;DELEGACIA ELETRONICA;MOTOCICLO
08/02/2022;Madrugada;PARQUE DAS ANDORINHAS;RIBEIRAO PRETO; Não;DELEGACIA ELETRONICA;AUTOMOVEL
07/02/2022;Manha;VILA JARAGUÃ;S.PAULO; Não;DELEGACIA ELETRONICA;AUTOMOVEL
08/02/2022;Manha;VILA GOMES CARDIM;S.PAULO; Não;DELEGACIA ELETRONICA;MOTOCICLO
08/02/2022;Manha;FORTALEZA;GUARULHOS; Não;07Âº D.P. GUARULHOS;MOTOCICLO
07/02/2022;Manha;CAPAO REDONDO;S.PAULO; Não;47Âº D.P. CAPAO REDONDO;MOTOCICLO
08/02/2022;Madrugada;VILA AUGUSTA;GUARULHOS; Não;DELEGACIA ELETRONICA;MOTOCICLO
03/02/2022;Manha;MARCO LEITE;JUNDIAI; Não;02Âº D.P. JUNDIAI;
03/02/2022;Manha;MARCO LEITE;JUNDIAI; Não;02Âº D.P. JUNDIAI;CAMINHÃƒO
03/02/2022;Manha;MARCO LEITE;JUNDIAI; Não;02Âº D.P. JUNDIAI;
03/02/2022;Manha;MARCO LEITE;JUNDIAI; Não;02Âº D.P. JUNDIAI;CAMINHÃƒO
03/02/2022;Noite;JD COPACABANA;POA; Não;DEL.POL.ITAQUAQUECETUBA;
03/02/2022;Noite;JD COPACABANA;POA; Não;DEL.POL.ITAQUAQUECETUBA;MOTOCICLO
03/02/2022;Noite;JD COPACABANA;POA; Não;DEL.POL.ITAQUAQUECETUBA;
03/02/2022;Noite;JD COPACABANA;POA; Não;DEL.POL.ITAQUAQUECETUBA;MOTOCICLO
03/02/2022;Noite;JD COPACABANA;POA; Não;DEL.POL.ITAQUAQUECETUBA;
03/02/2022;Noite;JD COPACABANA;POA; Não;DEL.POL.ITAQUAQUECETUBA;MOTOCICLO
29/01/2022;Tarde;PARQUE NOVO MUNDO;AMERICANA; Não;03Âº D.P. AMERICANA;CAMIONETA
08/02/2022;Manha;BELEM;S.PAULO; Não;DELEGACIA ELETRONICA;MOTOCICLO
07/02/2022;Madrugada;RURAL;ITAPIRA; Não;DEL.POL.ITAPIRA;AUTOMOVEL
07/02/2022;Noite;SWIFT;CAMPINAS; Não;DEL.POL.VALINHOS;AUTOMOVEL
04/02/2022;Noite;JARDIM DO LAGO;CAMPINAS; Não;DELEGACIA ELETRONICA;MOTOCICLO
08/02/2022;Manha;VILA ANDRADE;S.PAULO; Não;89Âº D.P. JARDIM TABOAO;MOTOCICLO
08/02/2022;Manha;VILA ANDRADE;S.PAULO; Não;89Âº D.P. JARDIM TABOAO;MOTOCICLO
07/02/2022;Noite;BELEM;S.PAULO; Não;26Âº D.P. SACOMA;
07/02/2022;Noite;BELEM;S.PAULO; Não;26Âº D.P. SACOMA;REBOQUE
07/02/2022;Noite;BELEM;S.PAULO; Não;26Âº D.P. SACOMA;CAMINHÃƒO
07/02/2022;Noite;BELEM;S.PAULO; Não;26Âº D.P. SACOMA;
07/02/2022;Noite;BELEM;S.PAULO; Não;26Âº D.P. SACOMA;REBOQUE
07/02/2022;Noite;BELEM;S.PAULO; Não;26Âº D.P. SACOMA;CAMINHÃƒO
07/02/2022;Noite;BELEM;S.PAULO; Não;26Âº D.P. SACOMA;
07/02/2022;Noite;BELEM;S.PAULO; Não;26Âº D.P. SACOMA;REBOQUE
07/02/2022;Noite;BELEM;S.PAULO; Não;26Âº D.P. SACOMA;CAMINHÃƒO
07/02/2022;Noite;VILA CALIFORNIA;S.PAULO; Não;DELEGACIA ELETRONICA;AUTOMOVEL
08/02/2022;Madrugada;BONSUCESSO;GUARULHOS; Não;04Âº D.P. GUARULHOS;MOTOCICLO
08/02/2022;Manha;BEBEDOURO;BEBEDOURO; Não;DEL.POL.PLANTÃƒO BEBEDOURO;CAMINHONETE
08/02/2022;Manha;CENTRO;S.BERNARDO DO CAMPO; Não;01Âº D.P. S.B.C DR OMAR CASSIM;AUTOMOVEL
07/02/2022;Tarde;CONJUNTO RESIDENCIAL PRESIDENTE CASTELLO;FERRAZ DE VASCONCELOS; Não;DELEGACIA ELETRONICA;MOTOCICLO
19/08/2021;Noite;ASSUNÃ‡ÃƑO;S.BERNARDO DO CAMPO; Não;DELEGACIA ELETRONICA;MOTOCICLO
07/02/2022;Madrugada;AREA RURAL;S.ROQUE; Não;DEL.POL.SÃƒO ROQUE;
07/02/2022;Madrugada;AREA RURAL;S.ROQUE; Não;DEL.POL.SÃƒO ROQUE;CAMINHÃƒO
07/02/2022;Madrugada;AREA RURAL;S.ROQUE; Não;DEL.POL.SÃƒO ROQUE;
07/02/2022;Madrugada;AREA RURAL;S.ROQUE; Não;DEL.POL.SÃƒO ROQUE;CAMINHÃƒO
03/02/2022;Noite;CENTRO;S.BERNARDO DO CAMPO; Não;01Âº D.P. S.B.C DR OMAR CASSIM;CAMINHONETE
07/02/2022;Tarde;PIMENTAS;GUARULHOS; Não;DELEGACIA ELETRONICA;AUTOMOVEL
05/02/2022;Tarde;PQ MARENGO;ITAQUAQUECETUBA; Não;DEL.POL.ITAQUAQUECETUBA;MOTOCICLO
06/02/2022;Noite;JARDIM SAO JUDAS TADEU;SUMARE; Não;DELEGACIA ELETRONICA;AUTOMOVEL
01/02/2022;Tarde;;MOGI DAS CRUZES; Não;DOPE  3A. DELEGACIA DA D.A.S.;
01/02/2022;Tarde;;MOGI DAS CRUZES; Não;DOPE  3A. DELEGACIA DA D.A.S.;CAMINHONETE
01/02/2022;Tarde;;MOGI DAS CRUZES; Não;DOPE  3A. DELEGACIA DA D.A.S.;
01/02/2022;Tarde;;MOGI DAS CRUZES; Não;DOPE  3A. DELEGACIA DA D.A.S.;CAMINHONETE
08/02/2022;Madrugada;AREIA BRANCA;QUADRA; Não;DEL.POL.BARUERI;
08/02/2022;Madrugada;AREIA BRANCA;QUADRA; Não;DEL.POL.BARUERI;SEMI REBOQUE
08/02/2022;Madrugada;AREIA BRANCA;QUADRA; Não;DEL.POL.BARUERI;CAMINHÃƒO TRATOR
08/02/2022;Madrugada;AREIA BRANCA;QUADRA; Não;DEL.POL.BARUERI;
08/02/2022;Madrugada;AREIA BRANCA;QUADRA; Não;DEL.POL.BARUERI;SEMI REBOQUE
08/02/2022;Madrugada;AREIA BRANCA;QUADRA; Não;DEL.POL.BARUERI;CAMINHÃƒO TRATOR
08/02/2022;Madrugada;VILA SANTA LINA;LIMEIRA; Não;03Âº D.P. SUMARE;
08/02/2022;Madrugada;VILA SANTA LINA;LIMEIRA; Não;03Âº D.P. SUMARE;SEMI REBOQUE
08/02/2022;Madrugada;VILA SANTA LINA;LIMEIRA; Não;03Âº D.P. SUMARE;SEMI REBOQUE
08/02/2022;Madrugada;VILA SANTA LINA;LIMEIRA; Não;03Âº D.P. SUMARE;SEMI REBOQUE
08/02/2022;Madrugada;VILA SANTA LINA;LIMEIRA; Não;03Âº D.P. SUMARE;CAMINHÃƒO TRATOR
08/02/2022;Madrugada;VILA SANTA LINA;LIMEIRA; Não;03Âº D.P. SUMARE;
08/02/2022;Madrugada;VILA SANTA LINA;LIMEIRA; Não;03Âº D.P. SUMARE;SEMI REBOQUE
08/02/2022;Madrugada;VILA SANTA LINA;LIMEIRA; Não;03Âº D.P. SUMARE;SEMI REBOQUE
08/02/2022;Madrugada;VILA SANTA LINA;LIMEIRA; Não;03Âº D.P. SUMARE;SEMI REBOQUE
08/02/2022;Madrugada;VILA SANTA LINA;LIMEIRA; Não;03Âº D.P. SUMARE;CAMINHÃƒO TRATOR
08/02/2022;Manha;PLANALTO DO SOL;SUMARE; Não;01Âº D.P. SUMARE;AUTOMOVEL
05/02/2022;Manha;CAMPO GRANDE;S.PAULO; Não;80Âº D.P. VILA JOANIZA;
05/02/2022;Manha;CAMPO GRANDE;S.PAULO; Não;80Âº D.P. VILA JOANIZA;CAMINHONETE
05/02/2022;Manha;CAMPO GRANDE;S.PAULO; Não;80Âº D.P. VILA JOANIZA;
05/02/2022;Manha;CAMPO GRANDE;S.PAULO; Não;80Âº D.P. VILA JOANIZA;CAMINHONETE
08/02/2022;Manha;PEDREIRA;S.PAULO; Não;98Âº D.P. JARDIM MIRIAM;AUTOMOVEL
07/02/2022;Noite;CAPAO REDONDO;S.PAULO; Não;47Âº D.P. CAPAO REDONDO;AUTOMOVEL
07/02/2022;Noite;PQ MONTREAL;CAMPINAS; Não;06Âº D.P. CAMPINAS;AUTOMOVEL
04/02/2022;Noite;CABUÃ‡U;GUARULHOS; Não;09Âº D.P. GUARULHOS;
04/02/2022;Noite;CABUÃ‡U;GUARULHOS; Não;09Âº D.P. GUARULHOS;MOTOCICLO
04/02/2022;Noite;CABUÃ‡U;GUARULHOS; Não;09Âº D.P. GUARULHOS;
04/02/2022;Noite;CABUÃ‡U;GUARULHOS; Não;09Âº D.P. GUARULHOS;MOTOCICLO
08/02/2022;Manha;VILA MIMOSA;CAMPINAS; Não;02Âº D.P. CAMPINAS;AUTOMOVEL
08/02/2022;Tarde;RIO PEQUENO;S.PAULO; Não;51Âº D.P. RIO PEQUENO;
08/02/2022;Tarde;RIO PEQUENO;S.PAULO; Não;51Âº D.P. RIO PEQUENO;AUTOMOVEL
08/02/2022;Tarde;RIO PEQUENO;S.PAULO; Não;51Âº D.P. RIO PEQUENO;
08/02/2022;Tarde;RIO PEQUENO;S.PAULO; Não;51Âº D.P. RIO PEQUENO;AUTOMOVEL
07/02/2022;Tarde;CENTRO;ITAQUAQUECETUBA; Não;DEL.POL.BOITUVA;CAMINHONETE
08/02/2022;Manha;IPIRANGA;S.PAULO;Sim;26Âº D.P. SACOMA;CAMIONETA
08/02/2022;Manha;IPIRANGA;S.PAULO;Sim;26Âº D.P. SACOMA;CAMIONETA
05/02/2022;Manha;JARDIM OLIVEIRA;GUARULHOS; Não;DELEGACIA ELETRONICA;AUTOMOVEL
07/02/2022;Manha;MORUMBI;ATIBAIA; Não;DEL.POL.PAULINIA;CAMINHÃƒO
07/02/2022;Tarde;VILA LEOPOLDINA;S.PAULO; Não;02Âº D.P. BARUERI;CAMINHONETE
08/02/2022;Manha;CAXAMBÃŠ;JUNDIAI;Sim;DEL.INV.GER. JUNDIAI;
08/02/2022;Manha;CAXAMBÃŠ;JUNDIAI;Sim;DEL.INV.GER. JUNDIAI;AUTOMOVEL
08/02/2022;Manha;CAXAMBÃŠ;JUNDIAI;Sim;DEL.INV.GER. JUNDIAI;CAMINHÃƒO
08/02/2022;Manha;CAXAMBÃŠ;JUNDIAI;Sim;DEL.INV.GER. JUNDIAI;
08/02/2022;Manha;CAXAMBÃŠ;JUNDIAI;Sim;DEL.INV.GER. JUNDIAI;AUTOMOVEL
08/02/2022;Manha;CAXAMBÃŠ;JUNDIAI;Sim;DEL.INV.GER. JUNDIAI;CAMINHÃƒO
08/02/2022;Tarde;JARDIM ITAPEVA;MAUA; Não;03Âº D.P. MAUA;CAMINHONETE
08/02/2022;Madrugada;IND MAZZEI;OSASCO; Não;DEL.POL.FERNANDO PRESTES;SEMI REBOQUE
08/02/2022;Madrugada;IND MAZZEI;OSASCO; Não;DEL.POL.FERNANDO PRESTES;CAMINHÃƒO TRATOR
08/02/2022;Manha;VILA URUPES;SUZANO; Não;DEL.POL.SUZANO;
08/02/2022;Manha;VILA URUPES;SUZANO; Não;DEL.POL.SUZANO;
08/02/2022;Manha;VILA URUPES;SUZANO; Não;DEL.POL.SUZANO;
08/02/2022;Tarde;ASSUNÃ‡ÃƑO;S.BERNARDO DO CAMPO; Não;DELEGACIA ELETRONICA;AUTOMOVEL
06/02/2022;Noite;IPIRANGA;S.PAULO; Não;26Âº D.P. SACOMA;
06/02/2022;Noite;IPIRANGA;S.PAULO; Não;26Âº D.P. SACOMA;AUTOMOVEL
06/02/2022;Noite;IPIRANGA;S.PAULO; Não;26Âº D.P. SACOMA;
06/02/2022;Noite;IPIRANGA;S.PAULO; Não;26Âº D.P. SACOMA;AUTOMOVEL
08/02/2022;Tarde;PIRITUBA;S.PAULO; Não;87Âº D.P. V. P. BARRETO;CAMINHONETE
08/02/2022;Manha;KM DEZOITO;OSASCO; Não;01Âº D.P. OSASCO;
08/02/2022;Manha;KM DEZOITO;OSASCO; Não;01Âº D.P. OSASCO;CAMINHONETE
08/02/2022;Manha;KM DEZOITO;OSASCO; Não;01Âº D.P. OSASCO;
08/02/2022;Manha;KM DEZOITO;OSASCO; Não;01Âº D.P. OSASCO;CAMINHONETE
08/02/2022;Manha;VILA GUILHERME;S.PAULO; Não;89Âº D.P. JARDIM TABOAO;CAMINHÃƒO
08/02/2022;Manha;VILA GUILHERME;S.PAULO; Não;89Âº D.P. JARDIM TABOAO;SEMI REBOQUE
08/02/2022;Manha;VILA GUILHERME;S.PAULO; Não;89Âº D.P. JARDIM TABOAO;CAMINHÃƒO
08/02/2022;Manha;VILA GUILHERME;S.PAULO; Não;89Âº D.P. JARDIM TABOAO;SEMI REBOQUE
08/02/2022;Tarde;NOVA PETRÃ“POLIS;S.BERNARDO DO CAMPO; Não;01Âº D.P. S.B.C DR OMAR CASSIM;UTILITÃRIO
07/02/2022;Tarde;PARQUE DAS NAÃ‡Ã•ES;S.ANDRE; Não;02Âº D.P. SANTO ANDRÃ‰;
07/02/2022;Tarde;PARQUE DAS NAÃ‡Ã•ES;S.ANDRE; Não;02Âº D.P. SANTO ANDRÃ‰;CAMINHONETE
07/02/2022;Tarde;PARQUE DAS NAÃ‡Ã•ES;S.ANDRE; Não;02Âº D.P. SANTO ANDRÃ‰;
07/02/2022;Tarde;PARQUE DAS NAÃ‡Ã•ES;S.ANDRE; Não;02Âº D.P. SANTO ANDRÃ‰;CAMINHONETE
08/02/2022;Tarde;VILA SANTA PAULA;S.CAETANO DO SUL; Não;DEL.POL.S.CAETANO DO SUL;UTILITÃRIO
08/02/2022;Tarde;PIRITUBA;S.PAULO; Não;87Âº D.P. V. P. BARRETO;AUTOMOVEL
08/02/2022;Madrugada;RURAL;TATUI; Não;DEL.POL.BARUERI;
08/02/2022;Madrugada;RURAL;TATUI; Não;DEL.POL.BARUERI;CAMINHÃƒO TRATOR
08/02/2022;Madrugada;RURAL;TATUI; Não;DEL.POL.BARUERI;SEMI REBOQUE
08/02/2022;Madrugada;RURAL;TATUI; Não;DEL.POL.BARUERI;CAMINHÃƒO TRATOR
08/02/2022;Madrugada;RURAL;TATUI; Não;DEL.POL.BARUERI;SEMI REBOQUE
08/02/2022;Madrugada;RURAL;TATUI; Não;DEL.POL.BARUERI;
08/02/2022;Madrugada;RURAL;TATUI; Não;DEL.POL.BARUERI;CAMINHÃƒO TRATOR
08/02/2022;Madrugada;RURAL;TATUI; Não;DEL.POL.BARUERI;SEMI REBOQUE
08/02/2022;Madrugada;RURAL;TATUI; Não;DEL.POL.BARUERI;CAMINHÃƒO TRATOR
08/02/2022;Madrugada;RURAL;TATUI; Não;DEL.POL.BARUERI;SEMI REBOQUE
08/02/2022;Tarde;VILA SONIA;S.PAULO; Não;DELEGACIA ELETRONICA; Não Informado
08/02/2022;Manha;RURAL;FRANCA; Não;DEL.SEC.FRANCA PLANTÃƒO;AUTOMOVEL
04/02/2022;Noite;CONCEICAO;DIADEMA; Não;DELEGACIA ELETRONICA;MOTOCICLO
07/02/2022;Tarde;JARDIM ANGELA;S.PAULO; Não;47Âº D.P. CAPAO REDONDO;CAMINHONETE
08/02/2022;Manha;;LIMEIRA; Não;PLANTÃƒO  04 DP CAMPINAS;CAMINHÃƒO
08/02/2022;Manha;;LIMEIRA; Não;PLANTÃƒO  04 DP CAMPINAS;SEMI REBOQUE
08/02/2022;Manha;;LIMEIRA; Não;PLANTÃƒO  04 DP CAMPINAS;SEMI REBOQUE
08/02/2022;Manha;;LIMEIRA; Não;PLANTÃƒO  04 DP CAMPINAS;SEMI REBOQUE
07/02/2022;Tarde;ITAIM PAULISTA;S.PAULO; Não;50Âº D.P. ITAIM PAULISTA;AUTOMOVEL
08/02/2022;Noite;PARQUE VIA NORTE;CAMPINAS; Não;DELEGACIA ELETRONICA;MOTOCICLO
07/02/2022;Noite;SETE CRUZ;SUZANO; Não;DEL.POL.SUZANO;
08/02/2022;Tarde;CUMBICA;GUARULHOS;Sim;04Âº D.P. GUARULHOS;
08/02/2022;Tarde;CUMBICA;GUARULHOS;Sim;04Âº D.P. GUARULHOS;AUTOMOVEL
08/02/2022;Tarde;CUMBICA;GUARULHOS;Sim;04Âº D.P. GUARULHOS;CAMINHÃƒO TRATOR
08/02/2022;Tarde;CUMBICA;GUARULHOS;Sim;04Âº D.P. GUARULHOS;SEMI REBOQUE
08/02/2022;Tarde;CUMBICA;GUARULHOS;Sim;04Âº D.P. GUARULHOS;
08/02/2022;Tarde;CUMBICA;GUARULHOS;Sim;04Âº D.P. GUARULHOS;AUTOMOVEL
08/02/2022;Tarde;CUMBICA;GUARULHOS;Sim;04Âº D.P. GUARULHOS;CAMINHÃƒO TRATOR
08/02/2022;Tarde;CUMBICA;GUARULHOS;Sim;04Âº D.P. GUARULHOS;SEMI REBOQUE
08/02/2022;Tarde;CUMBICA;GUARULHOS;Sim;04Âº D.P. GUARULHOS;
08/02/2022;Tarde;CUMBICA;GUARULHOS;Sim;04Âº D.P. GUARULHOS;AUTOMOVEL
